season,player,avg_impact,matches_played,avg_batting_z,avg_bowling_z,bowled_matches
2024.0,TM Head,1.0832369620903626,15,1.4867707108876578,-0.14956500783151086,1
2024.0,Abhishek Sharma,1.068942282347867,16,1.352618905006134,0.2201012074681846,4
2024.0,SP Narine,0.8851516130390011,14,0.9583537802699906,1.0639212233060547,14
2024.0,T Stubbs,0.7301183962295644,14,0.8836496405838472,0.23642660406600305,2
2024.0,RR Rossouw,0.7286644073083661,8,0.8360504970254279,,0
2024.0,MS Dhoni,0.7134553753255197,13,0.3752555021345729,,0
2024.0,Ramandeep Singh,0.7073610577510837,11,0.44308844376861667,,0
2024.0,N Pooran,0.704986625092425,14,0.7898639180535747,,0
2024.0,SA Yadav,0.6916433780191253,11,0.827490677338922,,0
2024.0,RM Patidar,0.6872982925299136,13,0.856475853901147,,0
2024.0,JJ Bumrah,0.6607589590454377,13,-0.07319503013314964,1.1559131888015737,13
2024.0,WG Jacks,0.6555200134639286,8,0.9278612799374768,-0.3150390452415655,5
2024.0,H Klaasen,0.6388141618236662,15,0.6704651348397748,,0
2024.0,V Kohli,0.5853055837279124,15,0.607513866491829,,0
2024.0,RR Pant,0.5708734907830975,13,0.44314000185635716,,0
2024.0,R Ravindra,0.5619643915457823,10,0.36148203603268864,0.5775882013212842,2
2024.0,F du Plessis,0.5594912779394249,15,0.6284691158564037,,0
2024.0,Shashank Singh,0.45655805818589085,14,0.424320355449415,0.27089956881248184,1
2024.0,JM Bairstow,0.44714128441239526,11,0.4231933807203735,,0
2024.0,PP Shaw,0.41927119974321925,8,0.5362147642258078,,0
2024.0,KD Karthik,0.39932704173701206,14,0.38807708034398136,,0
2024.0,Naman Dhir,0.38311842003192137,8,0.3884658493470597,-0.054605099835926804,2
2024.0,Abdul Samad,0.3829813647631639,13,0.20297845841397358,,0
2024.0,R Powell,0.3815355316880025,10,-0.04891914769975225,,0
2024.0,Abishek Porel,0.34944570576266537,12,0.4540671242486857,,0
2024.0,CV Varun,0.3425929544784041,14,2.6793213476515095e-17,0.4551702462143397,14
2024.0,YBK Jaiswal,0.33567776727033005,15,0.4335924644784504,,0
