season,bowler,wicket_category,count
2020,Navdeep Saini,caught,3
2020,PJ Cummins,bowled_lbw,5
2020,PJ Cummins,caught,7
2020,PP Chawla,bowled_lbw,1
2020,PP Chawla,caught,5
2020,R Ashwin,bowled_lbw,3
2020,R Ashwin,caught,10
2020,R Tewatia,bowled_lbw,1
2020,R Tewatia,caught,9
2020,RA Jadeja,bowled_lbw,2
2020,RA Jadeja,caught,4
2020,RD Chahar,bowled_lbw,3
2020,RD Chahar,caught,12
2020,Rashid Khan,bowled_lbw,9
2020,Rashid Khan,caught,11
2020,Ravi Bishnoi,bowled_lbw,5
2020,Ravi Bishnoi,caught,7
2020,S Dube,bowled_lbw,1
2020,S Dube,caught,3
2020,S Gopal,bowled_lbw,2
2020,S Gopal,caught,8
2020,S Kaul,bowled_lbw,1
2020,S Kaul,caught,1
2020,S Nadeem,caught,5
2020,SM Curran,bowled_lbw,1
2020,SM Curran,caught,12
2020,SN Thakur,caught,9
2020,SN Thakur,other,1
2020,SP Narine,bowled_lbw,2
2020,SP Narine,caught,3
2020,SS Cottrell,bowled_lbw,1
2020,SS Cottrell,caught,5
2020,Sandeep Sharma,bowled_lbw,5
2020,Sandeep Sharma,caught,9
2020,Shahbaz Ahmed,caught,2
2020,Shivam Mavi,caught,9
2020,T Natarajan,bowled_lbw,6
2020,T Natarajan,caught,10
2020,TA Boult,bowled_lbw,4
2020,TA Boult,caught,21
2020,TK Curran,caught,3
2020,TU Deshpande,caught,3
2020,V Shankar,bowled_lbw,1
2020,V Shankar,caught,3
2020,Washington Sundar,bowled_lbw,2
2020,Washington Sundar,caught,6
2020,YS Chahal,bowled_lbw,7
2020,YS Chahal,caught,14
2021,A Mishra,bowled_lbw,2
2021,A Mishra,caught,4
2021,A Nortje,bowled_lbw,4
2021,A Nortje,caught,8
2021,AD Russell,bowled_lbw,1
2021,AD Russell,caught,10
2021,AF Milne,caught,3
2021,AR Patel,bowled_lbw,5
2021,AR Patel,caught,10
2021,Abdul Samad,caught,1
2021,Abhishek Sharma,bowled_lbw,1
2021,Abhishek Sharma,caught,3
2021,Arshdeep Singh,bowled_lbw,3
2021,Arshdeep Singh,caught,15
2021,Avesh Khan,bowled_lbw,8
2021,Avesh Khan,caught,16
2021,B Kumar,bowled_lbw,1
2021,B Kumar,caught,5
2021,C Sakariya,bowled_lbw,1
2021,C Sakariya,caught,13
2021,CH Morris,bowled_lbw,2
2021,CH Morris,caught,13
2021,CJ Jordan,caught,4
2021,CR Woakes,bowled_lbw,1
2021,CR Woakes,caught,4
2021,CV Varun,bowled_lbw,8
2021,CV Varun,caught,10
2021,DJ Bravo,bowled_lbw,1
2021,DJ Bravo,caught,13
2021,DJ Hooda,caught,2
2021,DL Chahar,bowled_lbw,4
2021,DL Chahar,caught,10
2021,DR Sams,caught,1
2021,DT Christian,caught,4
2021,FA Allen,caught,1
2021,GD Phillips,caught,1
2021,GHS Garton,caught,3
2021,GJ Maxwell,bowled_lbw,1
2021,GJ Maxwell,caught,2
2021,HV Patel,bowled_lbw,8
2021,HV Patel,caught,24
2021,Harpreet Brar,bowled_lbw,3
2021,Harpreet Brar,caught,2
2021,I Sharma,bowled_lbw,1
2021,IC Porel,caught,1
2021,Imran Tahir,bowled_lbw,1
2021,Imran Tahir,caught,1
2021,J Yadav,caught,2
2021,JA Richardson,bowled_lbw,2
2021,JA Richardson,caught,1
2021,JD Unadkat,caught,4
2021,JDS Neesham,bowled_lbw,1
2021,JDS Neesham,caught,4
2021,JJ Bumrah,bowled_lbw,5
2021,JJ Bumrah,caught,16
2021,JO Holder,bowled_lbw,1
2021,JO Holder,caught,15
2021,JR Hazlewood,bowled_lbw,1
2021,JR Hazlewood,caught,10
2021,K Rabada,bowled_lbw,2
2021,K Rabada,caught,13
2021,KA Jamieson,bowled_lbw,1
2021,KA Jamieson,caught,8
2021,KA Pollard,bowled_lbw,1
2021,KA Pollard,caught,4
2021,KH Pandya,bowled_lbw,2
2021,KH Pandya,caught,2
2021,KH Pandya,other,1
2021,KK Ahmed,caught,5
2021,KM Asif,caught,1
2021,KW Richardson,caught,1
2021,Kartik Tyagi,bowled_lbw,1
2021,Kartik Tyagi,caught,3
2021,L Ngidi,bowled_lbw,1
2021,L Ngidi,caught,4
2021,LH Ferguson,bowled_lbw,4
2021,LH Ferguson,caught,9
2021,LI Meriwala,caught,1
2021,Lalit Yadav,bowled_lbw,3
2021,Lalit Yadav,caught,1
2021,M Ashwin,caught,1
2021,M Jansen,caught,2
2021,M Prasidh Krishna,bowled_lbw,2
2021,M Prasidh Krishna,caught,10
2021,MC Henriques,bowled_lbw,1
2021,MC Henriques,caught,3
2021,MK Lomror,caught,1
2021,MM Ali,bowled_lbw,2
2021,MM Ali,caught,4
2021,MP Stoinis,caught,2
2021,Mohammad Nabi,caught,2
2021,Mohammed Shami,bowled_lbw,7
2021,Mohammed Shami,caught,12
2021,Mohammed Siraj,bowled_lbw,3
2021,Mohammed Siraj,caught,8
2021,Mujeeb Ur Rahman,caught,2
2021,Mustafizur Rahman,bowled_lbw,5
2021,Mustafizur Rahman,caught,9
2021,NM Coulter-Nile,bowled_lbw,4
2021,NM Coulter-Nile,caught,3
2021,NT Ellis,caught,1
2021,PJ Cummins,bowled_lbw,2
2021,PJ Cummins,caught,7
2021,PP Chawla,caught,1
2021,R Ashwin,bowled_lbw,1
2021,R Ashwin,caught,6
2021,R Parag,caught,1
2021,R Tewatia,bowled_lbw,1
2021,R Tewatia,caught,6
2021,RA Jadeja,bowled_lbw,6
2021,RA Jadeja,caught,7
2021,RD Chahar,bowled_lbw,1
2021,RD Chahar,caught,12
2021,RP Meredith,bowled_lbw,1
2021,RP Meredith,caught,3
2021,Rashid Khan,bowled_lbw,8
2021,Rashid Khan,caught,10
2021,Ravi Bishnoi,bowled_lbw,5
2021,Ravi Bishnoi,caught,7
2021,S Kaul,caught,7
2021,S Nadeem,caught,1
2021,SM Curran,bowled_lbw,2
2021,SM Curran,caught,7
2021,SN Thakur,bowled_lbw,4
2021,SN Thakur,caught,17
2021,SP Narine,bowled_lbw,8
2021,SP Narine,caught,8
2021,Sandeep Sharma,bowled_lbw,2
2021,Sandeep Sharma,caught,1
2021,Shahbaz Ahmed,caught,7
2021,Shakib Al Hasan,bowled_lbw,2
2021,Shakib Al Hasan,caught,2
2021,Shivam Mavi,bowled_lbw,4
2021,Shivam Mavi,caught,7
2021,T Natarajan,caught,2
2021,TA Boult,bowled_lbw,8
2021,TA Boult,caught,5
2021,TG Southee,bowled_lbw,1
2021,TG Southee,caught,2
2021,TK Curran,caught,4
2021,Umran Malik,caught,2
2021,V Shankar,caught,3
2021,VR Iyer,caught,3
2021,Washington Sundar,caught,3
2021,YS Chahal,bowled_lbw,6
2021,YS Chahal,caught,12
2022,A Badoni,caught,2
2022,A Nortje,caught,9
2022,AD Russell,bowled_lbw,2
2022,AD Russell,caught,15
2022,AJ Tye,bowled_lbw,1
2022,AJ Tye,caught,1
2022,AK Markram,caught,1
2022,AR Patel,bowled_lbw,3
2022,AR Patel,caught,3
2022,AS Joseph,bowled_lbw,2
2022,AS Joseph,caught,5
2022,AS Roy,caught,1
2022,Akash Deep,bowled_lbw,1
2022,Akash Deep,caught,4
2022,Arshdeep Singh,bowled_lbw,3
2022,Arshdeep Singh,caught,7
2022,Avesh Khan,bowled_lbw,4
2022,Avesh Khan,caught,14
2022,B Kumar,caught,12
2022,Basil Thampi,bowled_lbw,1
2022,Basil Thampi,caught,4
2022,C Sakariya,bowled_lbw,1
2022,C Sakariya,caught,2
2022,CJ Jordan,caught,2
2022,CV Varun,bowled_lbw,1
2022,CV Varun,caught,4
2022,D Brevis,bowled_lbw,1
2022,D Pretorius,bowled_lbw,1
2022,D Pretorius,caught,5
2022,DG Nalkande,caught,2
2022,DJ Bravo,bowled_lbw,2
2022,DJ Bravo,caught,14
2022,DJ Hooda,bowled_lbw,1
2022,DJ Willey,bowled_lbw,1
2022,DR Sams,bowled_lbw,1
2022,DR Sams,caught,12
2022,FA Allen,bowled_lbw,1
2022,Fazalhaq Farooqi,bowled_lbw,2
2022,GJ Maxwell,bowled_lbw,4
2022,GJ Maxwell,caught,2
2022,HH Pandya,bowled_lbw,1
2022,HH Pandya,caught,7
2022,HR Shokeen,caught,2
2022,HV Patel,caught,19
2022,Harpreet Brar,caught,4
2022,Harshit Rana,caught,1
2022,J Suchith,bowled_lbw,2
2022,J Suchith,caught,5
2022,JD Unadkat,bowled_lbw,2
2022,JD Unadkat,caught,4
2022,JJ Bumrah,bowled_lbw,5
2022,JJ Bumrah,caught,10
2022,JO Holder,bowled_lbw,2
2022,JO Holder,caught,12
2022,JR Hazlewood,bowled_lbw,2
2022,JR Hazlewood,caught,18
2022,K Gowtham,bowled_lbw,1
2022,K Gowtham,caught,4
2022,K Kartikeya,bowled_lbw,2
2022,K Kartikeya,caught,3
2022,K Rabada,bowled_lbw,1
2022,K Rabada,caught,22
2022,KA Pollard,caught,3
2022,KA Pollard,other,1
2022,KH Pandya,bowled_lbw,1
2022,KH Pandya,caught,9
2022,KK Ahmed,bowled_lbw,1
2022,KK Ahmed,caught,15
2022,KR Sen,bowled_lbw,2
2022,KR Sen,caught,6
2022,Kartik Tyagi,caught,1
2022,Kuldeep Yadav,bowled_lbw,7
2022,Kuldeep Yadav,caught,14
2022,LH Ferguson,bowled_lbw,2
2022,LH Ferguson,caught,10
2022,LS Livingstone,caught,6
2022,Lalit Yadav,caught,4
2022,M Ashwin,bowled_lbw,2
2022,M Ashwin,caught,7
2022,M Jansen,bowled_lbw,2
2022,M Jansen,caught,5
2022,M Markande,caught,1
2022,M Pathirana,bowled_lbw,1
2022,M Pathirana,caught,1
2022,M Prasidh Krishna,bowled_lbw,3
2022,M Prasidh Krishna,caught,16
2022,M Theekshana,bowled_lbw,5
2022,M Theekshana,caught,7
2022,MJ Santner,caught,4
2022,MM Ali,bowled_lbw,4
2022,MM Ali,caught,4
2022,MP Stoinis,bowled_lbw,2
2022,MP Stoinis,caught,2
2022,MR Marsh,caught,4
2022,Mohammed Shami,bowled_lbw,9
2022,Mohammed Shami,caught,11
2022,Mohammed Siraj,bowled_lbw,2
2022,Mohammed Siraj,caught,7
2022,Mohsin Khan,bowled_lbw,1
2022,Mohsin Khan,caught,13
2022,Mukesh Choudhary,bowled_lbw,5
2022,Mukesh Choudhary,caught,11
2022,Mustafizur Rahman,bowled_lbw,2
2022,Mustafizur Rahman,caught,6
2022,NT Ellis,caught,3
2022,Navdeep Saini,caught,3
2022,OC McCoy,bowled_lbw,3
2022,OC McCoy,caught,8
2022,OF Smith,caught,6
2022,PH Solanki,caught,2
2022,PJ Cummins,bowled_lbw,1
2022,PJ Cummins,caught,6
2022,PJ Sangwan,caught,3
2022,PVD Chameera,bowled_lbw,1
2022,PVD Chameera,caught,8
2022,PWH de Silva,bowled_lbw,8
2022,PWH de Silva,caught,18
2022,R Ashwin,bowled_lbw,4
2022,R Ashwin,caught,8
2022,R Dhawan,bowled_lbw,1
2022,R Dhawan,caught,5
2022,R Parag,caught,1
2022,R Sai Kishore,caught,6
2022,R Shepherd,caught,3
2022,RA Jadeja,bowled_lbw,1
2022,RA Jadeja,caught,4
2022,RD Chahar,bowled_lbw,2
2022,RD Chahar,caught,12
2022,RP Meredith,caught,8
2022,Ramandeep Singh,caught,6
2022,Rashid Khan,bowled_lbw,7
2022,Rashid Khan,caught,12
2022,Ravi Bishnoi,bowled_lbw,5
2022,Ravi Bishnoi,caught,8
2022,S Gopal,bowled_lbw,1
2022,SA Abbott,caught,1
2022,SN Thakur,bowled_lbw,2
2022,SN Thakur,caught,13
2022,SP Narine,bowled_lbw,4
2022,SP Narine,caught,5
2022,Sandeep Sharma,caught,2
2022,Shahbaz Ahmed,bowled_lbw,1
2022,Shahbaz Ahmed,caught,3
2022,Shivam Mavi,caught,5
2022,Simarjeet Singh,caught,4
2022,T Natarajan,bowled_lbw,9
2022,T Natarajan,caught,9
2022,TA Boult,bowled_lbw,5
2022,TA Boult,caught,11
2022,TG Southee,caught,14
2022,TS Mills,caught,6
2022,TU Deshpande,caught,1
2022,UT Yadav,bowled_lbw,3
2022,UT Yadav,caught,13
2022,Umran Malik,bowled_lbw,9
2022,Umran Malik,caught,13
2022,VG Arora,bowled_lbw,1
2022,VG Arora,caught,2
2022,VR Aaron,caught,2
2022,Washington Sundar,bowled_lbw,1
2022,Washington Sundar,caught,5
2022,YS Chahal,bowled_lbw,9
2022,YS Chahal,caught,18
2022,Yash Dayal,caught,11
2023,A Mishra,caught,7
2023,A Nortje,bowled_lbw,4
2023,A Nortje,caught,6
2023,A Zampa,bowled_lbw,2
2023,A Zampa,caught,6
2023,AD Russell,caught,7
2023,AJ Hosein,caught,1
2023,AK Markram,caught,1
2023,AR Patel,bowled_lbw,5
2023,AR Patel,caught,6
2023,AS Joseph,bowled_lbw,1
2023,AS Joseph,caught,6
2023,AS Roy,bowled_lbw,1
2023,AS Roy,caught,2
2023,AU Rashid,bowled_lbw,2
2023,Abhishek Sharma,caught,2
2023,Akash Deep,caught,1
2023,Akash Madhwal,bowled_lbw,8
2023,Akash Madhwal,caught,6
2023,Akash Singh,bowled_lbw,2
2023,Akash Singh,caught,3
2023,Arjun Tendulkar,bowled_lbw,1
2023,Arjun Tendulkar,caught,2
2023,Arshad Khan,caught,5
2023,Arshdeep Singh,bowled_lbw,4
2023,Arshdeep Singh,caught,13
2023,Avesh Khan,caught,8
2023,B Kumar,bowled_lbw,4
2023,B Kumar,caught,12
2023,C Green,bowled_lbw,1
2023,C Green,caught,5
2023,C Sakariya,caught,3
2023,CJ Jordan,caught,3
2023,CV Varun,bowled_lbw,9
2023,CV Varun,caught,11
2023,D Jansen,caught,1
2023,DG Nalkande,caught,1
2023,DJ Willey,bowled_lbw,2
2023,DJ Willey,caught,1
2023,DL Chahar,bowled_lbw,1
2023,DL Chahar,caught,12
2023,Fazalhaq Farooqi,bowled_lbw,1
2023,Fazalhaq Farooqi,caught,3
2023,GD Phillips,caught,1
2023,GJ Maxwell,caught,3
2023,HH Pandya,caught,3
2023,HR Shokeen,caught,3
2023,HV Patel,bowled_lbw,3
2023,HV Patel,caught,11
2023,Harpreet Brar,bowled_lbw,3
2023,Harpreet Brar,caught,6
2023,Harshit Rana,bowled_lbw,1
2023,Harshit Rana,caught,4
2023,I Sharma,bowled_lbw,2
2023,I Sharma,caught,8
2023,J Little,bowled_lbw,3
2023,J Little,caught,4
2023,JC Archer,caught,2
2023,JO Holder,caught,4
2023,JP Behrendorff,bowled_lbw,2
2023,JP Behrendorff,caught,12
2023,JR Hazlewood,caught,3
2023,K Gowtham,caught,3
2023,K Kartikeya,bowled_lbw,4
2023,K Kartikeya,caught,1
2023,K Khejroliya,caught,2
2023,K Rabada,bowled_lbw,1
2023,K Rabada,caught,6
2023,K Yadav,caught,2
2023,KH Pandya,bowled_lbw,4
2023,KH Pandya,caught,5
2023,KK Ahmed,caught,9
2023,KM Asif,caught,3
2023,KV Sharma,bowled_lbw,3
2023,KV Sharma,caught,7
2023,Kartik Tyagi,caught,1
2023,Kuldeep Yadav,bowled_lbw,2
2023,Kuldeep Yadav,caught,8
2023,LH Ferguson,caught,1
2023,LS Livingstone,caught,2
2023,Lalit Yadav,caught,2
2023,M Jansen,bowled_lbw,1
2023,M Jansen,caught,9
2023,M Markande,bowled_lbw,5
2023,M Markande,caught,7
2023,M Pathirana,bowled_lbw,5
2023,M Pathirana,caught,14
2023,M Theekshana,bowled_lbw,5
2023,M Theekshana,caught,6
2023,MA Wood,bowled_lbw,3
2023,MA Wood,caught,8
2023,MG Bracewell,caught,6
2023,MJ Santner,bowled_lbw,1
2023,MJ Santner,caught,2
2023,MM Ali,bowled_lbw,3
2023,MM Ali,caught,6
2023,MM Sharma,bowled_lbw,1
2023,MM Sharma,caught,26
2023,MP Stoinis,caught,5
2023,MR Marsh,bowled_lbw,1
2023,MR Marsh,caught,11
2023,Mayank Dagar,caught,1
2023,Mohammed Shami,bowled_lbw,6
2023,Mohammed Shami,caught,22
2023,Mohammed Siraj,bowled_lbw,8
2023,Mohammed Siraj,caught,11
2023,Mohsin Khan,caught,3
2023,Mukesh Kumar,bowled_lbw,1
2023,Mukesh Kumar,caught,6
2023,Mustafizur Rahman,caught,1
2023,N Rana,bowled_lbw,1
2023,N Rana,caught,2
2023,NT Ellis,bowled_lbw,4
2023,NT Ellis,caught,9
2023,Navdeep Saini,bowled_lbw,1
2023,Navdeep Saini,caught,2
2023,Naveen-ul-Haq,bowled_lbw,4
2023,Naveen-ul-Haq,caught,7
2023,Noor Ahmad,bowled_lbw,4
2023,Noor Ahmad,caught,11
2023,P Dubey,caught,1
2023,PP Chawla,bowled_lbw,7
2023,PP Chawla,caught,13
2023,PWH de Silva,bowled_lbw,4
2023,PWH de Silva,caught,5
2023,R Ashwin,bowled_lbw,4
2023,R Ashwin,caught,10
2023,R Dhawan,caught,1
2023,R Powell,bowled_lbw,1
2023,RA Jadeja,bowled_lbw,6
2023,RA Jadeja,caught,14
2023,RD Chahar,bowled_lbw,2
2023,RD Chahar,caught,6
2023,RJW Topley,bowled_lbw,1
2023,RP Meredith,bowled_lbw,1
2023,RP Meredith,caught,6
2023,RS Hangargekar,caught,3
2023,Rashid Khan,bowled_lbw,14
2023,Rashid Khan,caught,13
2023,Ravi Bishnoi,bowled_lbw,4
2023,Ravi Bishnoi,caught,12
2023,SM Curran,bowled_lbw,1
2023,SM Curran,caught,9
2023,SN Thakur,bowled_lbw,1
2023,SN Thakur,caught,6
2023,SP Narine,bowled_lbw,3
2023,SP Narine,caught,8
2023,SSB Magala,caught,1
2023,Sandeep Sharma,bowled_lbw,3
2023,Sandeep Sharma,caught,7
2023,Shahbaz Ahmed,bowled_lbw,1
2023,Sikandar Raza,bowled_lbw,1
2023,Sikandar Raza,caught,2
2023,Suyash Sharma,bowled_lbw,4
2023,Suyash Sharma,caught,6
2023,T Natarajan,bowled_lbw,2
2023,T Natarajan,caught,8
2023,T Stubbs,caught,1
2023,TA Boult,bowled_lbw,5
2023,TA Boult,caught,8
2023,TG Southee,caught,2
2023,TU Deshpande,bowled_lbw,3
2023,TU Deshpande,caught,18
2023,UT Yadav,caught,1
2023,Umran Malik,bowled_lbw,2
2023,Umran Malik,caught,3
2023,VG Arora,caught,5
2023,Vijaykumar Vyshak,bowled_lbw,1
2023,Vijaykumar Vyshak,caught,8
2023,WD Parnell,bowled_lbw,2
2023,WD Parnell,caught,6
2023,WD Parnell,other,1
2023,Washington Sundar,caught,3
2023,YS Chahal,bowled_lbw,5
2023,YS Chahal,caught,16
2023,Yash Dayal,caught,2
2023,Yash Thakur,bowled_lbw,1
2023,Yash Thakur,caught,12
2023,Yudhvir Singh,bowled_lbw,1
2023,Yudhvir Singh,caught,2
2024,A Kamboj,bowled_lbw,2
2024,A Mishra,caught,1
2024,A Nortje,bowled_lbw,1
2024,A Nortje,caught,6
2024,AD Russell,bowled_lbw,1
2024,AD Russell,caught,18
2024,AR Patel,bowled_lbw,5
2024,AR Patel,caught,6
2024,AS Joseph,caught,1
2024,Abhishek Sharma,bowled_lbw,1
2024,Abhishek Sharma,caught,1
2024,Akash Deep,caught,1
2024,Akash Madhwal,bowled_lbw,2
2024,Akash Madhwal,caught,3
2024,Arshad Khan,caught,1
2024,Arshdeep Singh,bowled_lbw,2
2024,Arshdeep Singh,caught,17
2024,Avesh Khan,bowled_lbw,5
2024,Avesh Khan,caught,14
2024,Azmatullah Omarzai,bowled_lbw,1
2024,Azmatullah Omarzai,caught,3
2024,B Kumar,bowled_lbw,2
2024,B Kumar,caught,9
2024,C Green,caught,10
2024,CV Varun,bowled_lbw,3
2024,CV Varun,caught,18
2024,DG Nalkande,caught,3
2024,DJ Mitchell,caught,1
2024,DL Chahar,bowled_lbw,2
2024,DL Chahar,caught,3
2024,G Coetzee,bowled_lbw,1
2024,G Coetzee,caught,12
2024,GJ Maxwell,caught,6
2024,HH Pandya,bowled_lbw,2
2024,HH Pandya,caught,9
2024,HV Patel,bowled_lbw,6
2024,HV Patel,caught,18
2024,Harpreet Brar,bowled_lbw,4
2024,Harpreet Brar,caught,3
2024,Harshit Rana,bowled_lbw,3
2024,Harshit Rana,caught,16
2024,I Sharma,bowled_lbw,3
2024,I Sharma,caught,7
2024,J Little,caught,4
2024,JD Unadkat,caught,8
2024,JJ Bumrah,bowled_lbw,7
2024,JJ Bumrah,caught,13
2024,K Rabada,bowled_lbw,3
2024,K Rabada,caught,8
2024,KA Maharaj,caught,2
2024,KH Pandya,bowled_lbw,1
2024,KH Pandya,caught,5
2024,KK Ahmed,bowled_lbw,3
2024,KK Ahmed,caught,14
2024,KR Sen,bowled_lbw,3
2024,KR Sen,caught,3
2024,KT Maphaka,caught,1
2024,KV Sharma,bowled_lbw,2
2024,KV Sharma,caught,4
2024,Kuldeep Yadav,bowled_lbw,3
2024,Kuldeep Yadav,caught,13
2024,L Wood,caught,1
2024,LB Williams,caught,1
2024,LH Ferguson,bowled_lbw,2
2024,LH Ferguson,caught,7
2024,LS Livingstone,bowled_lbw,2
2024,LS Livingstone,caught,1
2024,M Jansen,caught,1
2024,M Markande,bowled_lbw,2
2024,M Markande,caught,5
2024,M Pathirana,bowled_lbw,5
2024,M Pathirana,caught,8
2024,M Siddharth,caught,1
2024,M Theekshana,bowled_lbw,1
2024,M Theekshana,caught,1
2024,MA Starc,bowled_lbw,7
2024,MA Starc,caught,10
2024,MJ Henry,caught,1
2024,MJ Santner,caught,2
2024,MM Ali,bowled_lbw,2
2024,MM Sharma,caught,13
2024,MP Stoinis,caught,4
2024,MP Yadav,bowled_lbw,2
2024,MP Yadav,caught,5
2024,MR Marsh,caught,1
2024,Mayank Dagar,bowled_lbw,1
2024,Mohammad Nabi,caught,2
2024,Mohammed Siraj,bowled_lbw,4
2024,Mohammed Siraj,caught,11
2024,Mohsin Khan,bowled_lbw,2
2024,Mohsin Khan,caught,8
2024,Mukesh Kumar,bowled_lbw,5
2024,Mukesh Kumar,caught,12
2024,Mustafizur Rahman,bowled_lbw,1
2024,Mustafizur Rahman,caught,13
2024,N Burger,bowled_lbw,2
2024,N Burger,caught,5
2024,N Thushara,bowled_lbw,2
2024,N Thushara,caught,6
2024,NT Ellis,caught,1
2024,Naveen-ul-Haq,bowled_lbw,1
2024,Naveen-ul-Haq,caught,13
2024,Nithish Kumar Reddy,caught,3
2024,Noor Ahmad,bowled_lbw,3
2024,Noor Ahmad,caught,5
2024,PJ Cummins,bowled_lbw,3
2024,PJ Cummins,caught,15
2024,PP Chawla,bowled_lbw,4
2024,PP Chawla,caught,9
2024,R Ashwin,caught,9
2024,R Sai Kishore,bowled_lbw,2
2024,R Sai Kishore,caught,5
2024,R Shepherd,caught,1
2024,RA Jadeja,bowled_lbw,1
2024,RA Jadeja,caught,7
2024,RD Chahar,bowled_lbw,3
2024,RD Chahar,caught,7
2024,RJ Gleeson,caught,1
2024,RJW Topley,caught,4
2024,Rashid Khan,bowled_lbw,3
2024,Rashid Khan,caught,7
2024,Rasikh Salam,bowled_lbw,2
2024,Rasikh Salam,caught,7
2024,Ravi Bishnoi,caught,10
2024,S Dube,caught,1
2024,S Gopal,bowled_lbw,1
2024,S Gopal,caught,2
2024,S Sandeep Warrier,bowled_lbw,1
2024,S Sandeep Warrier,caught,5
2024,SH Johnson,caught,4
2024,SM Curran,bowled_lbw,4
2024,SM Curran,caught,12
2024,SN Thakur,bowled_lbw,2
2024,SN Thakur,caught,3
2024,SP Narine,bowled_lbw,7
2024,SP Narine,caught,10
2024,Sandeep Sharma,bowled_lbw,3
2024,Sandeep Sharma,caught,10
2024,Shahbaz Ahmed,bowled_lbw,1
2024,Shahbaz Ahmed,caught,6
2024,Shashank Singh,caught,1
2024,Simarjeet Singh,caught,5
2024,Swapnil Singh,bowled_lbw,2
2024,Swapnil Singh,caught,4
2024,T Natarajan,bowled_lbw,4
2024,T Natarajan,caught,15
2024,T Stubbs,caught,2
2024,TA Boult,bowled_lbw,4
2024,TA Boult,caught,12
2024,TU Deshpande,bowled_lbw,3
2024,TU Deshpande,caught,14
2024,UT Yadav,bowled_lbw,1
2024,UT Yadav,caught,7
2024,V Kaverappa,caught,2
2024,V Viyaskanth,caught,1
2024,VG Arora,bowled_lbw,2
2024,VG Arora,caught,9
2024,Vijaykumar Vyshak,caught,4
2024,WG Jacks,caught,2
2024,Washington Sundar,caught,1
2024,YS Chahal,bowled_lbw,3
2024,YS Chahal,caught,14
2024,Yash Dayal,bowled_lbw,2
2024,Yash Dayal,caught,13
2024,Yash Thakur,bowled_lbw,3
2024,Yash Thakur,caught,8
2024,Yudhvir Singh,caught,1
2025,A Badoni,bowled_lbw,2
2025,A Kamboj,bowled_lbw,4
2025,A Kamboj,caught,4
2025,A Nortje,caught,1
2025,A Zampa,caught,2
2025,AD Russell,bowled_lbw,1
2025,AD Russell,caught,7
2025,AK Markram,bowled_lbw,2
2025,AK Markram,caught,2
2025,AR Patel,bowled_lbw,3
2025,AR Patel,caught,2
2025,AS Roy,caught,1
2025,Akash Deep,bowled_lbw,1
2025,Akash Deep,caught,2
2025,Akash Madhwal,bowled_lbw,1
2025,Akash Madhwal,caught,3
2025,Akash Singh,bowled_lbw,1
2025,Akash Singh,caught,3
2025,Arshad Khan,caught,6
2025,Arshdeep Singh,bowled_lbw,5
2025,Arshdeep Singh,caught,16
2025,Ashwani Kumar,bowled_lbw,3
2025,Ashwani Kumar,caught,8
2025,Avesh Khan,bowled_lbw,2
2025,Avesh Khan,caught,11
2025,Azmatullah Omarzai,bowled_lbw,1
2025,Azmatullah Omarzai,caught,7
2025,B Kumar,bowled_lbw,2
2025,B Kumar,caught,15
2025,C Bosch,bowled_lbw,1
2025,CV Varun,bowled_lbw,7
2025,CV Varun,caught,10
2025,DL Chahar,caught,11
2025,DS Rathi,bowled_lbw,2
2025,DS Rathi,caught,12
2025,E Malinga,bowled_lbw,2
2025,E Malinga,caught,11
2025,G Coetzee,caught,2
2025,GJ Maxwell,bowled_lbw,1
2025,GJ Maxwell,caught,3
2025,HH Pandya,caught,14
2025,HV Patel,bowled_lbw,3
2025,HV Patel,caught,13
2025,Harpreet Brar,bowled_lbw,3
2025,Harpreet Brar,caught,7
2025,Harsh Dubey,bowled_lbw,2
2025,Harsh Dubey,caught,3
2025,Harshit Rana,bowled_lbw,3
2025,Harshit Rana,caught,12
2025,I Sharma,bowled_lbw,1
2025,I Sharma,caught,3
2025,JC Archer,bowled_lbw,4
2025,JC Archer,caught,7
2025,JD Unadkat,bowled_lbw,1
2025,JD Unadkat,caught,10
2025,JJ Bumrah,bowled_lbw,9
2025,JJ Bumrah,caught,9
2025,JR Hazlewood,bowled_lbw,3
2025,JR Hazlewood,caught,19
2025,K Kartikeya,caught,2
2025,K Khejroliya,caught,1
2025,K Rabada,caught,2
2025,KA Jamieson,bowled_lbw,2
2025,KA Jamieson,caught,3
2025,KH Pandya,bowled_lbw,2
2025,KH Pandya,caught,15
2025,KK Ahmed,bowled_lbw,2
2025,KK Ahmed,caught,13
2025,KT Maphaka,caught,1
2025,KV Sharma,caught,7
2025,Kuldeep Yadav,bowled_lbw,2
2025,Kuldeep Yadav,caught,13
2025,L Ngidi,bowled_lbw,1
2025,L Ngidi,caught,3
2025,LH Ferguson,bowled_lbw,3
2025,LH Ferguson,caught,2
2025,LS Livingstone,caught,2
2025,M Jansen,bowled_lbw,5
2025,M Jansen,caught,11
2025,M Pathirana,bowled_lbw,3
2025,M Pathirana,caught,10
2025,M Prasidh Krishna,bowled_lbw,3
2025,M Prasidh Krishna,caught,22
2025,M Shahrukh Khan,caught,1
2025,M Siddharth,bowled_lbw,1
2025,M Siddharth,caught,1
2025,M Theekshana,bowled_lbw,2
2025,M Theekshana,caught,9
